monotonic_s,running_reqs_sum,queue_reqs_sum,gen_throughput_sum,decode_sum_seq_lens_sum,num_servers_sampled
238.8,8.0,2182.0,0.0,0.0,8
238.9,9.0,2054.0,0.0,0.0,8
239.0,9.0,2054.0,0.0,0.0,8
239.1,9.0,2054.0,0.0,0.0,8
239.2,9.0,2054.0,0.0,0.0,8
239.3,99.0,2555.0,0.0,0.0,8
239.4,153.0,2859.0,0.0,0.0,8
239.5,153.0,2859.0,0.0,0.0,8
239.6,153.0,2859.0,0.0,0.0,8
239.7,153.0,2859.0,0.0,0.0,8
239.8,468.0,2799.0,0.0,0.0,8
239.9,1409.0,2545.0,0.0,0.0,8
240.0,1409.0,2545.0,0.0,0.0,8
240.1,1409.0,2545.0,0.0,0.0,8
240.2,1409.0,2545.0,0.0,0.0,8
240.3,2450.0,2545.0,0.0,0.0,8
240.4,2599.0,2545.0,0.0,0.0,8
240.5,2599.0,2545.0,0.0,0.0,8
240.6,2599.0,2545.0,0.0,0.0,8
240.7,2599.0,2545.0,0.0,0.0,8
240.8,2599.0,2545.0,0.0,0.0,8
240.9,2599.0,2545.0,0.0,0.0,8
241.0,2599.0,2545.0,0.0,0.0,8
241.1,2599.0,2545.0,0.0,0.0,8
241.2,2599.0,2545.0,0.0,0.0,8
241.3,2599.0,2545.0,0.0,0.0,8
241.4,2599.0,2545.0,0.0,0.0,8
241.5,2599.0,2545.0,0.0,0.0,8
241.6,2599.0,2545.0,0.0,0.0,8
241.7,2599.0,2545.0,0.0,0.0,8
241.8,2599.0,2545.0,0.0,0.0,8
241.9,2599.0,2545.0,0.0,0.0,8
242.0,2721.0,2490.0,0.0,0.0,8
242.1,3446.0,2166.0,0.0,0.0,8
242.2,3638.0,2032.0,0.0,0.0,8
242.3,3861.0,1810.0,0.0,0.0,8
242.4,3934.0,1642.0,0.0,0.0,8
242.5,3990.0,1482.0,0.0,0.0,8
242.6,4026.0,1394.0,0.0,0.0,8
242.7,4057.0,1309.0,0.0,0.0,8
242.8,4056.0,1228.0,0.0,0.0,8
242.9,4033.0,1148.0,0.0,0.0,8
243.0,4041.0,1054.0,0.0,0.0,8
243.1,4059.0,969.0,0.0,0.0,8
243.2,4056.0,869.0,0.0,0.0,8
243.3,4088.0,805.0,0.0,0.0,8
243.4,4114.0,742.0,0.0,0.0,8
243.5,4125.0,683.0,0.0,0.0,8
243.6,4158.0,650.0,0.0,0.0,8
243.7,4164.0,615.0,0.0,0.0,8
243.8,4180.0,586.0,1119.9487850004768,498551.0,8
243.9,4174.0,560.0,3931.831429472348,1739849.0,8
244.0,4189.0,543.0,3931.831429472348,1739849.0,8
244.1,4179.0,511.0,3931.831429472348,1739849.0,8
244.2,4189.0,484.0,4501.329186117327,2005568.0,8
244.3,4192.0,480.0,4501.329186117327,2005568.0,8
244.4,4192.0,476.0,4501.329186117327,2005568.0,8
244.5,4197.0,471.0,4501.329186117327,2005568.0,8
244.6,4210.0,455.0,4501.329186117327,2005568.0,8
244.7,4211.0,440.0,4501.329186117327,2005568.0,8
244.8,4207.0,421.0,4501.329186117327,2005568.0,8
244.9,4189.0,387.0,4501.329186117327,2005568.0,8
245.0,4174.0,340.0,4501.329186117327,2005568.0,8
245.1,4140.0,269.0,4501.329186117327,2005568.0,8
245.2,4157.0,211.0,4501.329186117327,2005568.0,8
245.3,4151.0,147.0,4501.329186117327,2005568.0,8
245.4,4172.0,97.0,4501.329186117327,2005568.0,8
245.5,4170.0,46.0,4501.329186117327,2005568.0,8
245.6,4190.0,16.0,4501.329186117327,2005568.0,8
245.7,4197.0,7.0,4501.329186117327,2005568.0,8
245.8,4198.0,1.0,4501.329186117327,2005568.0,8
245.9,4199.0,0.0,4501.329186117327,2005568.0,8
246.0,4199.0,0.0,4501.329186117327,2005568.0,8
