monotonic_s,num_running_reqs_sum,num_queue_reqs_sum,num_used_tokens_sum,max_total_num_tokens_sum,token_usage_mean,pending_prealloc_token_usage_mean,num_servers_sampled
351.8,0.0,363.0,50888.0,1175466.0,0.03710722871974665,0.0,7
352.3,0.0,517.0,67858.0,1580642.0,0.04295125490352793,0.0,8
352.4,0.0,517.0,67858.0,1580642.0,0.04295125490352793,0.0,8
352.5,0.0,517.0,67858.0,1580642.0,0.04295125490352793,0.0,8
352.6,0.0,517.0,67858.0,1580642.0,0.04295125490352793,0.0,8
352.7,4.0,284.0,60418.0,1580642.0,0.038204201394536605,0.0,8
352.8,8.0,50.0,61541.0,1580642.0,0.03885114195287608,0.0,8
352.9,36.0,139.0,69650.0,1580642.0,0.044025047450780744,0.0,8
353.0,122.0,398.0,93691.0,1580642.0,0.05936428312412221,0.0,8
353.1,122.0,398.0,93691.0,1580642.0,0.05936428312412221,0.0,8
353.2,180.0,434.0,109281.0,1580642.0,0.06931140196890377,0.0,8
353.3,237.0,418.0,125109.0,1580642.0,0.07908391394790552,0.0,8
353.4,295.0,329.0,129866.0,1580642.0,0.08211909318745818,0.0,8
353.5,476.0,70.0,144239.0,1580642.0,0.09128971147841683,0.0,8
353.6,476.0,70.0,144239.0,1580642.0,0.09128971147841683,0.0,8
353.7,595.0,37.0,145164.0,1580642.0,0.09187990294290835,0.0,8
353.8,1154.0,15.0,142933.0,1580642.0,0.09049824034984316,0.0,8
353.9,1997.0,0.0,140046.0,1580642.0,0.08864684023725848,0.0,8
354.0,2134.0,0.0,140116.0,1580642.0,0.0886915033751119,0.0,8
354.1,2134.0,0.0,140116.0,1580642.0,0.0886915033751119,0.0,8
354.2,2134.0,0.0,140116.0,1580642.0,0.0886915033751119,0.0,8
354.3,2134.0,0.0,140116.0,1580642.0,0.0886915033751119,0.0,8
354.4,2134.0,0.0,140116.0,1580642.0,0.0886915033751119,0.0,8
354.5,2134.0,0.0,140116.0,1580642.0,0.0886915033751119,0.0,8
