monotonic_s,num_running_reqs_sum,num_queue_reqs_sum,num_used_tokens_sum,max_total_num_tokens_sum,token_usage_mean,pending_prealloc_token_usage_mean,num_servers_sampled
201.6,0.0,0.0,54568.0,1580642.0,0.03453922785348798,0.0,8
201.7,0.0,0.0,54568.0,1580642.0,0.03453922785348798,0.0,8
201.8,0.0,0.0,54568.0,1580642.0,0.03453922785348798,0.0,8
201.9,0.0,0.0,54568.0,1580642.0,0.03453922785348798,0.0,8
202.0,45.0,0.0,33295.0,1580642.0,0.0211804704243462,0.0,8
202.1,183.0,0.0,20716.0,1580642.0,0.01310405732818884,0.0,8
202.2,349.0,0.0,34305.0,1580642.0,0.02168922971843326,0.0,8
202.3,547.0,0.0,38162.0,1580642.0,0.024158230398120813,0.0,8
202.4,674.0,0.0,41019.0,1580642.0,0.025954821879280363,0.0,8
202.5,674.0,0.0,41019.0,1580642.0,0.025954821879280363,0.0,8
202.6,674.0,0.0,41019.0,1580642.0,0.025954821879280363,0.0,8
202.7,674.0,0.0,41019.0,1580642.0,0.025954821879280363,0.0,8
202.8,674.0,0.0,41019.0,1580642.0,0.025954821879280363,0.0,8
202.9,674.0,0.0,41019.0,1580642.0,0.025954821879280363,0.0,8
203.0,709.0,0.0,51771.0,1580642.0,0.032815079853564605,0.0,8
203.1,768.0,0.0,69915.0,1580642.0,0.04424714166677589,0.0,8
203.2,768.0,0.0,69915.0,1580642.0,0.04424714166677589,0.0,8
203.3,768.0,0.0,69915.0,1580642.0,0.04424714166677589,0.0,8
203.4,768.0,0.0,69915.0,1580642.0,0.04424714166677589,0.0,8
203.5,768.0,0.0,69915.0,1580642.0,0.04424714166677589,0.0,8
203.6,768.0,0.0,69915.0,1580642.0,0.04424714166677589,0.0,8
203.7,768.0,0.0,69915.0,1580642.0,0.04424714166677589,0.0,8
203.8,768.0,0.0,89115.0,1580642.0,0.056341252585526164,0.0,8
203.9,768.0,0.0,100635.0,1580642.0,0.06369152898654498,0.0,8
204.0,768.0,0.0,100635.0,1580642.0,0.06369152898654498,0.0,8
204.1,768.0,0.0,100635.0,1580642.0,0.06369152898654498,0.0,8
204.2,768.0,0.0,100635.0,1580642.0,0.06369152898654498,0.0,8
204.3,768.0,0.0,100635.0,1580642.0,0.06369152898654498,0.0,8
204.4,768.0,0.0,100635.0,1580642.0,0.06369152898654498,0.0,8
204.5,768.0,0.0,100635.0,1580642.0,0.06369152898654498,0.0,8
204.6,765.0,0.0,111615.0,1580642.0,0.07069726118126606,0.0,8
204.7,760.0,0.0,129915.0,1580642.0,0.08222446065069991,0.0,8
204.8,760.0,0.0,139464.0,1580642.0,0.08826613344970406,0.0,8
204.9,760.0,0.0,139464.0,1580642.0,0.08826613344970406,0.0,8
205.0,760.0,0.0,139464.0,1580642.0,0.08826613344970406,0.0,8
205.1,760.0,0.0,139464.0,1580642.0,0.08826613344970406,0.0,8
205.2,760.0,0.0,139464.0,1580642.0,0.08826613344970406,0.0,8
205.3,757.0,0.0,144249.0,1580642.0,0.09131917794439809,0.0,8
205.4,757.0,0.0,147544.0,1580642.0,0.09342153564764089,0.0,8
205.5,752.0,0.0,160910.0,1580642.0,0.10186540122751596,0.0,8
205.6,754.0,0.0,169449.0,1580642.0,0.10725983934221466,0.0,8
205.7,753.0,0.0,172388.0,1580642.0,0.10913505308723152,0.0,8
205.8,753.0,0.0,172388.0,1580642.0,0.10913505308723152,0.0,8
205.9,747.0,0.0,184651.0,1580642.0,0.11684482174343366,0.0,8
206.0,746.0,0.0,187062.0,1580642.0,0.1183831478200705,0.0,8
206.1,750.0,0.0,191921.0,1580642.0,0.12148340763192383,0.0,8
206.2,752.0,0.0,192862.0,1580642.0,0.122083807813639,0.0,8
206.3,751.0,0.0,198486.0,1580642.0,0.12560059304800214,0.0,8
206.4,755.0,0.0,204814.0,1580642.0,0.1296381407099507,0.0,8
206.5,755.0,0.0,208085.0,1580642.0,0.13168882587735653,0.0,8
206.6,765.0,0.0,213709.0,1580642.0,0.13525373751902287,0.0,8
206.7,764.0,0.0,217090.0,1580642.0,0.13741096707734274,0.0,8
206.8,761.0,0.0,221565.0,1580642.0,0.14022200001226592,0.0,8
206.9,762.0,0.0,222364.0,1580642.0,0.14073179782862133,0.0,8
207.0,763.0,0.0,225882.0,1580642.0,0.14297643952816855,0.0,8
207.1,762.0,0.0,235603.0,1580642.0,0.14909943621304797,0.0,8
207.2,756.0,0.0,240322.0,1580642.0,0.15211036974919448,0.0,8
207.3,753.0,0.0,242941.0,1580642.0,0.15374623045607536,0.0,8
207.4,750.0,0.0,247322.0,1580642.0,0.15654150484087254,0.0,8
207.5,752.0,0.0,248984.0,1580642.0,0.15760193534247785,0.0,8
207.6,755.0,0.0,253462.0,1580642.0,0.16040046891933793,0.0,8
207.7,760.0,0.0,261456.0,1580642.0,0.1655009992621977,0.0,8
207.8,760.0,0.0,266967.0,1580642.0,0.16901726430091424,0.0,8
207.9,762.0,0.0,273968.0,1580642.0,0.17341137506283713,0.0,8
208.0,763.0,0.0,275950.0,1580642.0,0.17464344776049284,0.0,8
208.1,758.0,0.0,281113.0,1580642.0,0.17793767319959528,0.0,8
208.2,759.0,0.0,286578.0,1580642.0,0.1813803297966504,0.0,8
208.3,760.0,0.0,289178.0,1580642.0,0.18303924634549146,0.0,8
208.4,760.0,0.0,293660.0,1580642.0,0.18589896325776284,0.0,8
208.5,758.0,0.0,297834.0,1580642.0,0.18849709806663445,0.0,8
208.6,760.0,0.0,301323.0,1580642.0,0.19072323646621386,0.0,8
208.7,760.0,0.0,308128.0,1580642.0,0.19504037613336983,0.0,8
208.8,760.0,0.0,312950.0,1580642.0,0.1980475259370102,0.0,8
208.9,757.0,0.0,321391.0,1580642.0,0.20339511134975616,0.0,8
209.0,757.0,0.0,325209.0,1580642.0,0.20583116649724661,0.0,8
209.1,749.0,0.0,328794.0,1580642.0,0.20810194503927132,0.0,8
209.2,758.0,0.0,331904.0,1580642.0,0.21008239642195609,0.0,8
209.3,759.0,0.0,334208.0,1580642.0,0.21151617367431963,0.0,8
209.4,755.0,0.0,339324.0,1580642.0,0.21478041100657763,0.0,8
209.5,753.0,0.0,344386.0,1580642.0,0.21798230340297514,0.0,8
209.6,755.0,0.0,345661.0,1580642.0,0.21879198324515464,0.0,8
209.7,748.0,0.0,350072.0,1580642.0,0.2215741111228075,0.0,8
209.8,747.0,0.0,354430.0,1580642.0,0.2242977486797961,0.0,8
209.9,747.0,0.0,359479.0,1580642.0,0.2275192370086801,0.0,8
210.0,747.0,0.0,365817.0,1580642.0,0.23151939533221752,0.0,8
