monotonic_s,running_reqs_sum,queue_reqs_sum,gen_throughput_sum,decode_sum_seq_lens_sum,num_servers_sampled
200.9,4.0,43.0,0.0,0.0,8
201.0,204.0,0.0,0.0,0.0,8
201.1,232.0,0.0,0.0,0.0,8
201.2,232.0,0.0,0.0,0.0,8
201.3,232.0,0.0,0.0,0.0,8
201.4,232.0,0.0,0.0,0.0,8
201.5,299.0,0.0,0.0,0.0,8
201.6,347.0,0.0,0.0,0.0,8
201.7,347.0,0.0,0.0,0.0,8
201.8,347.0,0.0,0.0,0.0,8
201.9,347.0,0.0,0.0,0.0,8
202.0,347.0,0.0,0.0,0.0,8
202.1,347.0,0.0,0.0,0.0,8
202.2,347.0,0.0,0.0,0.0,8
202.3,347.0,0.0,0.0,0.0,8
202.4,347.0,0.0,0.0,0.0,8
202.5,467.0,0.0,233.07711511778115,52275.0,8
202.6,1280.0,0.0,1846.2630430390755,419064.0,8
202.7,1280.0,0.0,1846.2630430390755,419064.0,8
202.8,1280.0,0.0,1846.2630430390755,419064.0,8
202.9,1280.0,0.0,1846.2630430390755,419064.0,8
203.0,1280.0,0.0,1846.2630430390755,419064.0,8
203.1,1280.0,0.0,1846.2630430390755,419064.0,8
203.2,1280.0,0.0,1846.2630430390755,419064.0,8
203.3,1169.0,0.0,1846.2630430390755,419064.0,8
203.4,929.0,0.0,1846.2630430390755,419064.0,8
203.5,528.0,0.0,1846.2630430390755,419064.0,8
203.6,398.0,27.0,1846.2630430390755,419064.0,8
203.7,268.0,49.0,1846.2630430390755,419064.0,8
203.8,270.0,130.0,1846.2630430390755,419064.0,8
203.9,270.0,130.0,1846.2630430390755,419064.0,8
204.0,289.0,262.0,1846.2630430390755,419064.0,8
204.1,292.0,256.0,1846.2630430390755,419064.0,8
204.2,292.0,256.0,1846.2630430390755,419064.0,8
204.3,296.0,304.0,1846.2630430390755,419064.0,8
204.4,319.0,503.0,1846.2630430390755,419064.0,8
204.5,338.0,551.0,1846.2630430390755,419064.0,8
204.6,350.0,609.0,1846.2630430390755,419064.0,8
204.7,365.0,670.0,1846.2630430390755,419064.0,8
204.8,380.0,672.0,1846.2630430390755,419064.0,8
204.9,425.0,624.0,1846.2630430390755,419064.0,8
205.0,455.0,592.0,1846.2630430390755,419064.0,8
205.1,470.0,576.0,1846.2630430390755,419064.0,8
205.2,486.0,560.0,1846.2630430390755,419064.0,8
205.3,502.0,543.0,1846.2630430390755,419064.0,8
205.4,550.0,494.0,1846.2630430390755,419064.0,8
205.5,582.0,462.0,1846.2630430390755,419064.0,8
205.6,598.0,446.0,1846.2630430390755,419064.0,8
205.7,614.0,430.0,1846.2630430390755,419064.0,8
205.8,630.0,414.0,1846.2630430390755,419064.0,8
205.9,678.0,366.0,1846.2630430390755,419064.0,8
206.0,710.0,334.0,1846.2630430390755,419064.0,8
206.1,726.0,318.0,1846.2630430390755,419064.0,8
206.2,742.0,302.0,1846.2630430390755,419064.0,8
206.3,759.0,287.0,1846.2630430390755,419064.0,8
206.4,808.0,239.0,1846.2630430390755,419064.0,8
206.5,840.0,207.0,1846.2630430390755,419064.0,8
206.6,856.0,191.0,1846.2630430390755,419064.0,8
206.7,872.0,175.0,1846.2630430390755,419064.0,8
206.8,888.0,159.0,1846.2630430390755,419064.0,8
206.9,920.0,127.0,1846.2630430390755,419064.0,8
207.0,968.0,84.0,1846.2630430390755,419064.0,8
207.1,968.0,84.0,1846.2630430390755,419064.0,8
207.2,984.0,68.0,1846.2630430390755,419064.0,8
207.3,1000.0,52.0,1846.2630430390755,419064.0,8
207.4,1031.0,29.0,1846.2630430390755,419064.0,8
207.5,1095.0,4.0,1846.2630430390755,419064.0,8
207.6,1111.0,4.0,1846.2630430390755,419064.0,8
207.7,1143.0,2.0,1846.2630430390755,419064.0,8
207.8,1182.0,0.0,1846.2630430390755,419064.0,8
207.9,1243.0,0.0,2380.539381772003,493823.0,8
208.0,1275.0,0.0,5949.445073399002,944757.0,8
208.1,1278.0,0.0,5949.445073399002,944757.0,8
208.2,1275.0,0.0,6553.048270984266,1020611.0,8
208.3,1270.0,0.0,6553.048270984266,1020611.0,8
208.4,1272.0,0.0,6553.048270984266,1020611.0,8
208.5,1268.0,0.0,6553.048270984266,1020611.0,8
208.6,1275.0,0.0,6553.048270984266,1020611.0,8
208.7,1261.0,0.0,6553.048270984266,1020611.0,8
208.8,1248.0,0.0,6553.048270984266,1020611.0,8
208.9,1244.0,0.0,6553.048270984266,1020611.0,8
209.0,1247.0,0.0,6553.048270984266,1020611.0,8
209.1,1241.0,0.0,6553.048270984266,1020611.0,8
209.2,1243.0,0.0,6553.048270984266,1020611.0,8
209.3,1242.0,0.0,6553.048270984266,1020611.0,8
209.4,1230.0,0.0,6553.048270984266,1020611.0,8
209.5,1230.0,0.0,6553.048270984266,1020611.0,8
209.6,1229.0,0.0,6553.048270984266,1020611.0,8
209.7,1238.0,0.0,6553.048270984266,1020611.0,8
209.8,1242.0,0.0,6553.048270984266,1020611.0,8
209.9,1210.0,0.0,6553.048270984266,1020611.0,8
210.0,1222.0,0.0,6553.048270984266,1020611.0,8
210.1,1223.0,0.0,6553.048270984266,1020611.0,8
210.2,1216.0,0.0,6553.048270984266,1020611.0,8
210.3,1213.0,0.0,6553.048270984266,1020611.0,8
210.4,1216.0,0.0,6553.048270984266,1020611.0,8
210.5,1224.0,0.0,6553.048270984266,1020611.0,8
210.6,1218.0,0.0,6553.048270984266,1020611.0,8
210.7,1213.0,0.0,6553.048270984266,1020611.0,8
210.8,1217.0,0.0,6553.048270984266,1020611.0,8
210.9,1221.0,0.0,6553.048270984266,1020611.0,8
211.0,1196.0,0.0,6553.048270984266,1020611.0,8
211.1,1207.0,0.0,6553.048270984266,1020611.0,8
211.2,1203.0,0.0,6553.048270984266,1020611.0,8
211.3,1211.0,0.0,6553.048270984266,1020611.0,8
211.4,1205.0,0.0,6553.048270984266,1020611.0,8
211.5,1190.0,0.0,6553.048270984266,1020611.0,8
211.6,1193.0,0.0,6553.048270984266,1020611.0,8
211.7,1162.0,0.0,6553.048270984266,1020611.0,8
211.8,1181.0,0.0,6553.048270984266,1020611.0,8
211.9,1200.0,0.0,6553.048270984266,1020611.0,8
212.0,1190.0,0.0,6553.048270984266,1020611.0,8
212.1,1185.0,0.0,6553.048270984266,1020611.0,8
212.2,1182.0,0.0,7264.903247791854,1043378.0,8
212.3,1168.0,0.0,7264.903247791854,1043378.0,8
212.4,1163.0,0.0,7874.987226598582,1072031.0,8
212.5,1156.0,0.0,8423.178094400497,1099805.0,8
212.6,1156.0,0.0,8858.248413112182,1124452.0,8
212.7,1118.0,0.0,9768.469938581205,1179372.0,8
212.8,1124.0,0.0,9768.469938581205,1179372.0,8
212.9,1114.0,0.0,10601.4757215153,1244002.0,8
213.0,1113.0,0.0,10601.4757215153,1244002.0,8
