monotonic_s,running_reqs_sum,queue_reqs_sum,gen_throughput_sum,decode_sum_seq_lens_sum,num_servers_sampled
201.6,5.0,525.0,0.0,0.0,8
201.7,8.0,267.0,0.0,0.0,8
201.8,37.0,293.0,0.0,0.0,8
201.9,121.0,342.0,0.0,0.0,8
202.0,149.0,342.0,0.0,0.0,8
202.1,207.0,163.0,0.0,0.0,8
202.2,236.0,75.0,0.0,0.0,8
202.3,299.0,49.0,0.0,0.0,8
202.4,423.0,0.0,0.0,0.0,8
202.5,1299.0,0.0,0.0,0.0,8
202.6,1436.0,0.0,0.0,0.0,8
202.7,1436.0,0.0,0.0,0.0,8
202.8,1436.0,0.0,0.0,0.0,8
202.9,1436.0,0.0,0.0,0.0,8
203.0,1436.0,0.0,0.0,0.0,8
203.1,1436.0,0.0,0.0,0.0,8
203.2,1436.0,0.0,0.0,0.0,8
203.3,1436.0,0.0,0.0,0.0,8
203.4,1436.0,0.0,0.0,0.0,8
203.5,1436.0,0.0,0.0,0.0,8
203.6,1436.0,0.0,0.0,0.0,8
203.7,1436.0,0.0,0.0,0.0,8
203.8,1626.0,0.0,1071.868214793696,247312.0,8
203.9,2048.0,0.0,2860.360822430913,659984.0,8
204.0,2048.0,0.0,2860.360822430913,659984.0,8
204.1,2048.0,0.0,2860.360822430913,659984.0,8
204.2,2048.0,0.0,2860.360822430913,659984.0,8
204.3,2048.0,0.0,2860.360822430913,659984.0,8
204.4,2048.0,0.0,2860.360822430913,659984.0,8
204.5,2048.0,0.0,2860.360822430913,659984.0,8
204.6,2048.0,0.0,2860.360822430913,659984.0,8
204.7,2048.0,0.0,2860.360822430913,659984.0,8
204.8,2048.0,0.0,2860.360822430913,659984.0,8
204.9,2048.0,0.0,2860.360822430913,659984.0,8
205.0,2048.0,0.0,2860.360822430913,659984.0,8
205.1,2048.0,0.0,2860.360822430913,659984.0,8
205.2,2048.0,0.0,9700.035230596939,670224.0,8
205.3,2048.0,0.0,50176.8547061741,731664.0,8
205.4,2048.0,0.0,56883.50228351856,741904.0,8
205.5,2048.0,0.0,56883.50228351856,741904.0,8
205.6,2048.0,0.0,56883.50228351856,741904.0,8
205.7,2048.0,0.0,56883.50228351856,741904.0,8
205.8,2048.0,0.0,56883.50228351856,741904.0,8
205.9,2048.0,0.0,56883.50228351856,741904.0,8
206.0,2048.0,0.0,56883.50228351856,741904.0,8
206.1,2048.0,0.0,56883.50228351856,741904.0,8
206.2,2048.0,0.0,56883.50228351856,741904.0,8
206.3,2048.0,0.0,56883.50228351856,741904.0,8
206.4,2048.0,0.0,56883.50228351856,741904.0,8
206.5,2048.0,0.0,56883.50228351856,741904.0,8
206.6,2048.0,0.0,56883.50228351856,741904.0,8
206.7,2044.0,0.0,56584.12405176822,750553.0,8
206.8,2028.0,0.0,54851.27832734866,806403.0,8
206.9,2028.0,0.0,54407.05666726081,816343.0,8
207.0,2028.0,0.0,54407.05666726081,816343.0,8
207.1,2024.0,0.0,54407.05666726081,816343.0,8
207.2,2025.0,0.0,54407.05666726081,816343.0,8
207.3,2025.0,0.0,54407.05666726081,816343.0,8
207.4,2022.0,0.0,54407.05666726081,816343.0,8
207.5,2017.0,0.0,54407.05666726081,816343.0,8
207.6,2017.0,0.0,54407.05666726081,816343.0,8
207.7,2013.0,0.0,54407.05666726081,816343.0,8
207.8,2005.0,0.0,54407.05666726081,816343.0,8
207.9,1999.0,0.0,54407.05666726081,816343.0,8
208.0,1996.0,0.0,54407.05666726081,816343.0,8
208.1,1998.0,0.0,54407.05666726081,816343.0,8
208.2,1999.0,0.0,54407.05666726081,816343.0,8
208.3,1992.0,0.0,54064.886900030004,822630.0,8
208.4,1976.0,0.0,51648.45694061757,850119.0,8
208.5,1975.0,0.0,50005.96504044044,866444.0,8
208.6,1968.0,0.0,48356.0766287615,886786.0,8
208.7,1969.0,0.0,48356.0766287615,886786.0,8
208.8,1964.0,0.0,48356.0766287615,886786.0,8
208.9,1961.0,0.0,48356.0766287615,886786.0,8
209.0,1958.0,0.0,48356.0766287615,886786.0,8
209.1,1950.0,0.0,48356.0766287615,886786.0,8
209.2,1954.0,0.0,48356.0766287615,886786.0,8
209.3,1957.0,0.0,48356.0766287615,886786.0,8
209.4,1958.0,0.0,48356.0766287615,886786.0,8
209.5,1954.0,0.0,48356.0766287615,886786.0,8
209.6,1943.0,0.0,48356.0766287615,886786.0,8
209.7,1939.0,0.0,48356.0766287615,886786.0,8
