monotonic_s,num_running_reqs_sum,num_queue_reqs_sum,num_used_tokens_sum,max_total_num_tokens_sum,token_usage_mean,pending_prealloc_token_usage_mean,num_servers_sampled
203.0,0.0,342.0,67717.0,1580642.0,0.0428621049046072,0.0,8
203.1,0.0,342.0,67717.0,1580642.0,0.0428621049046072,0.0,8
203.2,0.0,342.0,67717.0,1580642.0,0.0428621049046072,0.0,8
203.3,0.0,342.0,67717.0,1580642.0,0.0428621049046072,0.0,8
203.4,0.0,342.0,67717.0,1580642.0,0.0428621049046072,0.0,8
203.5,8.0,43.0,36198.0,1580642.0,0.022908123348885867,0.0,8
203.6,8.0,43.0,36198.0,1580642.0,0.022908123348885867,0.0,8
203.7,232.0,957.0,36858.0,1580642.0,0.023290756238166725,0.0,8
203.8,274.0,957.0,36884.0,1580642.0,0.023306286785558787,0.0,8
203.9,274.0,957.0,36884.0,1580642.0,0.023306286785558787,0.0,8
204.0,274.0,957.0,36884.0,1580642.0,0.023306286785558787,0.0,8
204.1,274.0,957.0,36884.0,1580642.0,0.023306286785558787,0.0,8
204.2,274.0,957.0,36884.0,1580642.0,0.023306286785558787,0.0,8
204.3,315.0,957.0,39684.0,1580642.0,0.02509281229969531,0.0,8
204.4,561.0,957.0,56484.0,1580642.0,0.035811965384514435,0.0,8
204.5,579.0,957.0,60044.0,1580642.0,0.03793845571973533,0.0,8
204.6,579.0,957.0,60044.0,1580642.0,0.03793845571973533,0.0,8
204.7,579.0,957.0,60044.0,1580642.0,0.03793845571973533,0.0,8
204.8,579.0,957.0,60044.0,1580642.0,0.03793845571973533,0.0,8
204.9,579.0,957.0,60044.0,1580642.0,0.03793845571973533,0.0,8
205.0,579.0,957.0,60044.0,1580642.0,0.03793845571973533,0.0,8
205.1,579.0,957.0,79644.0,1580642.0,0.05044413431869098,0.0,8
205.2,579.0,957.0,79644.0,1580642.0,0.05044413431869098,0.0,8
205.3,579.0,957.0,83204.0,1580642.0,0.052570624653911865,0.0,8
205.4,579.0,957.0,83204.0,1580642.0,0.052570624653911865,0.0,8
205.5,579.0,957.0,83204.0,1580642.0,0.052570624653911865,0.0,8
205.6,579.0,957.0,83204.0,1580642.0,0.052570624653911865,0.0,8
205.7,572.0,810.0,106627.0,1580642.0,0.06751554862449034,0.0,8
205.8,712.0,740.0,111247.0,1580642.0,0.0704633157228156,0.0,8
205.9,782.0,743.0,114712.0,1580642.0,0.07267414104655955,0.0,8
206.0,781.0,729.0,118530.0,1580642.0,0.07495474219820937,0.0,8
206.1,793.0,726.0,120835.0,1580642.0,0.07640467032211894,0.0,8
206.2,799.0,705.0,126206.0,1580642.0,0.07983160908512868,0.0,8
206.3,798.0,698.0,127413.0,1580642.0,0.08055258488136789,0.0,8
206.4,825.0,679.0,134023.0,1580642.0,0.08477006118438304,0.0,8
206.5,838.0,672.0,137499.0,1580642.0,0.08698790500121825,0.0,8
206.6,838.0,672.0,137499.0,1580642.0,0.08698790500121825,0.0,8
206.7,845.0,668.0,139154.0,1580642.0,0.0879764840755976,0.0,8
206.8,863.0,668.0,151773.0,1580642.0,0.09602797174091503,0.0,8
206.9,856.0,653.0,154607.0,1580642.0,0.09783619077915177,0.0,8
207.0,860.0,650.0,156544.0,1580642.0,0.09899321655986044,0.0,8
207.1,875.0,629.0,161953.0,1580642.0,0.10244440102627632,0.0,8
207.2,875.0,629.0,161953.0,1580642.0,0.10244440102627632,0.0,8
207.3,878.0,625.0,163270.0,1580642.0,0.10323108298455887,0.0,8
207.4,878.0,625.0,163270.0,1580642.0,0.10323108298455887,0.0,8
207.5,878.0,625.0,163270.0,1580642.0,0.10323108298455887,0.0,8
207.6,880.0,623.0,165874.0,1580642.0,0.10489255171270585,0.0,8
207.7,898.0,617.0,185682.0,1580642.0,0.11753094363556876,0.0,8
207.8,899.0,609.0,188678.0,1580642.0,0.11935160692765082,0.0,8
207.9,899.0,609.0,188678.0,1580642.0,0.11935160692765082,0.0,8
208.0,915.0,597.0,195581.0,1580642.0,0.12371132410829344,0.0,8
208.1,920.0,588.0,200053.0,1580642.0,0.12656466057230006,0.0,8
208.2,920.0,588.0,200053.0,1580642.0,0.12656466057230006,0.0,8
208.3,920.0,588.0,200053.0,1580642.0,0.12656466057230006,0.0,8
208.4,923.0,585.0,201582.0,1580642.0,0.1275402311119839,0.0,8
208.5,923.0,585.0,201582.0,1580642.0,0.1275402311119839,0.0,8
208.6,934.0,580.0,214190.0,1580642.0,0.13544610274574975,0.0,8
208.7,950.0,580.0,224967.0,1580642.0,0.14232231184069594,0.0,8
208.8,952.0,563.0,228022.0,1580642.0,0.1442463762477556,0.0,8
208.9,961.0,536.0,233067.0,1580642.0,0.14744731588969578,0.0,8
209.0,986.0,520.0,235838.0,1580642.0,0.1491938400132925,0.0,8
209.1,1010.0,506.0,238316.0,1580642.0,0.15077491509330332,0.0,8
209.2,1018.0,502.0,239607.0,1580642.0,0.1515788836651806,0.0,8
209.3,1020.0,500.0,239854.0,1580642.0,0.15172642386540522,0.0,8
209.4,1021.0,499.0,240210.0,1580642.0,0.1519390728989273,0.0,8
209.5,1023.0,493.0,244799.0,1580642.0,0.15486706060763175,0.0,8
209.6,1035.0,479.0,255325.0,1580642.0,0.16154659812680808,0.0,8
209.7,1046.0,474.0,256220.0,1580642.0,0.16211764824650532,0.0,8
209.8,1062.0,467.0,256745.0,1580642.0,0.1624449264411671,0.0,8
209.9,1065.0,455.0,257165.0,1580642.0,0.16270199335867905,0.0,8
210.0,1074.0,447.0,257774.0,1580642.0,0.16309654792185616,0.0,8
210.1,1079.0,439.0,259712.0,1580642.0,0.16432249261460574,0.0,8
210.2,1088.0,431.0,262771.0,1580642.0,0.16627427173879988,0.0,8
210.3,1097.0,423.0,265663.0,1580642.0,0.16807234815560423,0.0,8
210.4,1099.0,420.0,266243.0,1580642.0,0.16844241415496108,0.0,8
210.5,1103.0,414.0,266953.0,1580642.0,0.16892136212512046,0.0,8
210.6,1109.0,410.0,267944.0,1580642.0,0.16955366454815954,0.0,8
210.7,1111.0,406.0,269343.0,1580642.0,0.1704462892604013,0.0,8
210.8,1124.0,392.0,273743.0,1580642.0,0.17320258781571246,0.0,8
210.9,1126.0,390.0,274297.0,1580642.0,0.1735560646495809,0.0,8
211.0,1145.0,376.0,275321.0,1580642.0,0.174192606810594,0.0,8
211.1,1161.0,369.0,276997.0,1580642.0,0.1752570840100946,0.0,8
