monotonic_s,num_used_tokens_sum,max_total_num_tokens_sum,token_usage_mean,token_usage_aggregate,num_servers_sampled
206.4,8472.0,209265.0,0.005060569134829045,0.04048455307863236,8
206.5,67794.0,1580642.0,0.04291066433111715,0.04289016741298789,8
206.6,67794.0,1580642.0,0.04291066433111715,0.04289016741298789,8
206.7,67794.0,1580642.0,0.04291066433111715,0.04289016741298789,8
206.8,67794.0,1580642.0,0.04291066433111715,0.04289016741298789,8
206.9,69522.0,1580642.0,0.04394284840394347,0.04398339408923716,8
207.0,81528.0,1580642.0,0.05160321459063028,0.05157904193359407,8
207.1,81528.0,1580642.0,0.05160321459063028,0.05157904193359407,8
207.2,81528.0,1580642.0,0.05160321459063028,0.05157904193359407,8
207.3,81528.0,1580642.0,0.05160321459063028,0.05157904193359407,8
207.4,89053.0,1580642.0,0.056098113403140734,0.05633976574075597,8
207.5,134270.0,1580642.0,0.08494858632196611,0.08494649642360509,8
207.6,141705.0,1580642.0,0.08969244960682507,0.089650281341379,8
207.7,141705.0,1580642.0,0.08969244960682507,0.089650281341379,8
207.8,141705.0,1580642.0,0.08969244960682507,0.089650281341379,8
207.9,141705.0,1580642.0,0.08969244960682507,0.089650281341379,8
208.0,182371.0,1580642.0,0.115308077352679,0.1153778021841758,8
208.1,206779.0,1580642.0,0.13088147547733767,0.13081962898619676,8
208.2,206779.0,1580642.0,0.13088147547733767,0.13081962898619676,8
208.3,206779.0,1580642.0,0.13088147547733767,0.13081962898619676,8
208.4,206779.0,1580642.0,0.13088147547733767,0.13081962898619676,8
208.5,213929.0,1580642.0,0.13532448288297272,0.13534310742090871,8
208.6,219748.0,1580642.0,0.13903726572824426,0.13902452294700507,8
208.7,218583.0,1580642.0,0.1382939435053982,0.13828748065659396,8
208.8,216564.0,1580642.0,0.13704025823711366,0.13701015157132354,8
208.9,216564.0,1580642.0,0.13704025823711366,0.13701015157132354,8
209.0,216564.0,1580642.0,0.13704025823711366,0.13701015157132354,8
209.1,216564.0,1580642.0,0.13704025823711366,0.13701015157132354,8
209.2,216564.0,1580642.0,0.13704025823711366,0.13701015157132354,8
209.3,216564.0,1580642.0,0.13704025823711366,0.13701015157132354,8
209.4,216564.0,1580642.0,0.13704025823711366,0.13701015157132354,8
209.5,216564.0,1580642.0,0.13704025823711366,0.13701015157132354,8
209.6,216564.0,1580642.0,0.13704025823711366,0.13701015157132354,8
209.7,216564.0,1580642.0,0.13704025823711366,0.13701015157132354,8
209.8,216564.0,1580642.0,0.13704025823711366,0.13701015157132354,8
209.9,216564.0,1580642.0,0.13704025823711366,0.13701015157132354,8
210.0,216564.0,1580642.0,0.13704025823711366,0.13701015157132354,8
210.1,216564.0,1580642.0,0.13704025823711366,0.13701015157132354,8
210.2,216564.0,1580642.0,0.13704025823711366,0.13701015157132354,8
210.3,216564.0,1580642.0,0.13704025823711366,0.13701015157132354,8
210.4,216564.0,1580642.0,0.13704025823711366,0.13701015157132354,8
210.5,216564.0,1580642.0,0.13704025823711366,0.13701015157132354,8
210.6,216564.0,1580642.0,0.13704025823711366,0.13701015157132354,8
210.7,216564.0,1580642.0,0.13704025823711366,0.13701015157132354,8
210.8,216564.0,1580642.0,0.13704025823711366,0.13701015157132354,8
210.9,290084.0,1580642.0,0.18394931387972688,0.18352289765804022,8
211.0,364404.0,1580642.0,0.23058217070577425,0.23054176720598338,8
211.1,364404.0,1580642.0,0.23058217070577425,0.23054176720598338,8
211.2,364404.0,1580642.0,0.23058217070577425,0.23054176720598338,8
211.3,364404.0,1580642.0,0.23058217070577425,0.23054176720598338,8
211.4,364404.0,1580642.0,0.23058217070577425,0.23054176720598338,8
211.5,364404.0,1580642.0,0.23058217070577425,0.23054176720598338,8
211.6,375588.0,1580642.0,0.23771806404509668,0.23761737319393006,8
211.7,394791.0,1580642.0,0.249781556949904,0.249766234226346,8
211.8,393172.0,1580642.0,0.2487485623758372,0.24874196687168884,8
211.9,389333.0,1580642.0,0.2463011440910222,0.2463132069121281,8
212.0,385467.0,1580642.0,0.24385783382214174,0.24386736528575098,8
212.1,382861.0,1580642.0,0.2421950890043418,0.2422186681108056,8
212.2,379683.0,1580642.0,0.24022471078732216,0.24020809266108328,8
212.3,375870.0,1580642.0,0.23779180514788348,0.23779578171401242,8
212.4,374368.0,1580642.0,0.23683346181851453,0.23684553491555962,8
212.5,369596.0,1580642.0,0.23381615454490853,0.23382650846934347,8
212.6,366414.0,1580642.0,0.23179114828145875,0.23181340240231502,8
212.7,363029.0,1580642.0,0.229631366543833,0.22967186750700033,8
212.8,354614.0,1580642.0,0.22429524007041624,0.22434808134922393,8
212.9,351236.0,1580642.0,0.22216630866682327,0.22221097503419496,8
213.0,348546.0,1580642.0,0.2204499680835992,0.2205091348958208,8
213.1,348390.0,1580642.0,0.2204027532542767,0.22041044082088165,8
213.2,351118.0,1580642.0,0.22214333954090687,0.22213632182366405,8
213.3,349520.0,1580642.0,0.22108253923459978,0.2211253402098641,8
213.4,338879.0,1580642.0,0.21430739558035522,0.21439326552122492,8
213.5,335366.0,1580642.0,0.21213092696962385,0.21217075087211398,8
213.6,332798.0,1580642.0,0.21049242785523012,0.21054609456157689,8
213.7,333710.0,1580642.0,0.21110767120701238,0.2111230753073751,8
213.8,334089.0,1580642.0,0.2113494901962473,0.21136285129713117,8
213.9,334659.0,1580642.0,0.2116993729960062,0.21172346426325506,8
214.0,333899.0,1580642.0,0.21119646242024553,0.21124264697508988,8
214.1,334467.0,1580642.0,0.21155887188168462,0.21160199463256069,8
214.2,332106.0,1580642.0,0.2100720324811541,0.21010829776761594,8
214.3,332075.0,1580642.0,0.21004443560405262,0.2100886854834934,8
214.4,329857.0,1580642.0,0.2086292521789259,0.2086854581872429,8
214.5,326931.0,1580642.0,0.2067757693232607,0.20683431162780694,8
214.6,326983.0,1580642.0,0.20681363000350983,0.20686720965278665,8
214.7,326756.0,1580642.0,0.2066930606119542,0.20672359712066363,8
214.8,325856.0,1580642.0,0.20611882026812461,0.2061542082267838,8
214.9,325327.0,1580642.0,0.20578031736898303,0.20581953408804776,8
