monotonic_s,num_running_reqs_sum,num_queue_reqs_sum,num_used_tokens_sum,max_total_num_tokens_sum,token_usage_mean,pending_prealloc_token_usage_mean,num_servers_sampled
202.8,0.0,2691.0,67747.0,1580642.0,0.04288067622427272,0.0,8
202.9,0.0,2691.0,67747.0,1580642.0,0.04288067622427272,0.0,8
203.0,0.0,2691.0,67747.0,1580642.0,0.04288067622427272,0.0,8
203.1,0.0,2691.0,67747.0,1580642.0,0.04288067622427272,0.0,8
203.2,0.0,2691.0,67747.0,1580642.0,0.04288067622427272,0.0,8
203.3,8.0,2596.0,35415.0,1580642.0,0.022408452817592864,0.0,8
203.4,8.0,2596.0,35415.0,1580642.0,0.022408452817592864,0.0,8
203.5,240.0,3531.0,34725.0,1580642.0,0.021971092729048146,0.0,8
203.6,240.0,3531.0,34725.0,1580642.0,0.021971092729048146,0.0,8
203.7,240.0,3531.0,34725.0,1580642.0,0.021971092729048146,0.0,8
203.8,240.0,3531.0,34725.0,1580642.0,0.021971092729048146,0.0,8
203.9,240.0,3531.0,34725.0,1580642.0,0.021971092729048146,0.0,8
204.0,240.0,3531.0,34725.0,1580642.0,0.021971092729048146,0.0,8
204.1,400.0,3531.0,45925.0,1580642.0,0.029117194785594235,0.0,8
204.2,565.0,3531.0,57325.0,1580642.0,0.036268757565549495,0.0,8
204.3,565.0,3531.0,57325.0,1580642.0,0.036268757565549495,0.0,8
204.4,565.0,3531.0,57325.0,1580642.0,0.036268757565549495,0.0,8
204.5,565.0,3531.0,57325.0,1580642.0,0.036268757565549495,0.0,8
204.6,565.0,3531.0,57325.0,1580642.0,0.036268757565549495,0.0,8
204.7,565.0,3531.0,57325.0,1580642.0,0.036268757565549495,0.0,8
204.8,565.0,3531.0,65725.0,1580642.0,0.041628334107959054,0.0,8
204.9,565.0,3531.0,79925.0,1580642.0,0.05056642240205083,0.0,8
205.0,565.0,3531.0,79925.0,1580642.0,0.05056642240205083,0.0,8
205.1,565.0,3531.0,79925.0,1580642.0,0.05056642240205083,0.0,8
205.2,565.0,3531.0,79925.0,1580642.0,0.05056642240205083,0.0,8
205.3,565.0,3531.0,79925.0,1580642.0,0.05056642240205083,0.0,8
205.4,565.0,3531.0,79925.0,1580642.0,0.05056642240205083,0.0,8
205.5,557.0,3361.0,106209.0,1580642.0,0.06719155836157815,0.0,8
205.6,557.0,3361.0,106209.0,1580642.0,0.06719155836157815,0.0,8
205.7,777.0,3273.0,114271.0,1580642.0,0.07230107066450707,0.0,8
205.8,799.0,3273.0,114681.0,1580642.0,0.07255403723426948,0.0,8
205.9,798.0,3271.0,115923.0,1580642.0,0.07334648890875432,0.0,8
206.0,791.0,3257.0,124644.0,1580642.0,0.07885692903363,0.0,8
206.1,791.0,3257.0,124644.0,1580642.0,0.07885692903363,0.0,8
206.2,791.0,3257.0,124644.0,1580642.0,0.07885692903363,0.0,8
206.3,811.0,3245.0,132185.0,1580642.0,0.08366842507009553,0.0,8
206.4,849.0,3220.0,141582.0,1580642.0,0.08958042004273026,0.0,8
206.5,856.0,3216.0,142171.0,1580642.0,0.0899436064605305,0.0,8
206.6,877.0,3216.0,148275.0,1580642.0,0.09383823208134812,0.0,8
206.7,873.0,3202.0,151088.0,1580642.0,0.09559494192676031,0.0,8
206.8,872.0,3200.0,151392.0,1580642.0,0.09577652986549827,0.0,8
206.9,886.0,3186.0,157816.0,1580642.0,0.09987532983078862,0.0,8
