monotonic_s,running_reqs_sum,queue_reqs_sum,gen_throughput_sum,decode_sum_seq_lens_sum,num_servers_sampled
236.0,2.0,538.0,0.0,0.0,8
236.1,8.0,0.0,0.0,0.0,8
236.2,8.0,0.0,0.0,0.0,8
236.3,110.0,10.0,0.0,0.0,8
236.4,144.0,73.0,0.0,0.0,8
236.5,144.0,73.0,0.0,0.0,8
236.6,144.0,73.0,0.0,0.0,8
236.7,144.0,73.0,0.0,0.0,8
236.8,223.0,73.0,0.0,0.0,8
236.9,690.0,312.0,0.0,0.0,8
237.0,768.0,376.0,0.0,0.0,8
237.1,768.0,376.0,0.0,0.0,8
237.2,768.0,376.0,0.0,0.0,8
237.3,907.0,534.0,0.0,0.0,8
237.4,1817.0,1601.0,0.0,0.0,8
237.5,1969.0,1724.0,0.0,0.0,8
237.6,2587.0,2028.0,0.0,0.0,8
237.7,3209.0,2344.0,0.0,0.0,8
237.8,3209.0,2344.0,0.0,0.0,8
237.9,3209.0,2344.0,0.0,0.0,8
238.0,3209.0,2344.0,0.0,0.0,8
238.1,3209.0,2344.0,0.0,0.0,8
238.2,3209.0,2344.0,0.0,0.0,8
238.3,3209.0,2344.0,0.0,0.0,8
238.4,3209.0,2344.0,0.0,0.0,8
238.5,3209.0,2344.0,0.0,0.0,8
238.6,3209.0,2344.0,0.0,0.0,8
238.7,3209.0,2344.0,0.0,0.0,8
238.8,3209.0,2344.0,0.0,0.0,8
238.9,3209.0,2344.0,0.0,0.0,8
239.0,3209.0,2344.0,0.0,0.0,8
239.1,3209.0,2344.0,0.0,0.0,8
239.2,3209.0,2344.0,0.0,0.0,8
239.3,3209.0,2344.0,0.0,0.0,8
239.4,3624.0,2137.0,0.0,0.0,8
239.5,3903.0,1924.0,0.0,0.0,8
239.6,3962.0,1752.0,0.0,0.0,8
239.7,3991.0,1669.0,0.0,0.0,8
239.8,4026.0,1526.0,0.0,0.0,8
239.9,4061.0,1451.0,0.0,0.0,8
240.0,4074.0,1384.0,0.0,0.0,8
240.1,4044.0,1293.0,0.0,0.0,8
240.2,4023.0,1168.0,0.0,0.0,8
240.3,4085.0,1085.0,0.0,0.0,8
240.4,4095.0,1022.0,0.0,0.0,8
240.5,4100.0,948.0,0.0,0.0,8
240.6,4108.0,880.0,0.0,0.0,8
240.7,4123.0,821.0,0.0,0.0,8
240.8,4147.0,779.0,0.0,0.0,8
240.9,4158.0,746.0,0.0,0.0,8
241.0,4163.0,714.0,624.5910188198424,246981.0,8
241.1,4142.0,674.0,3730.918451884568,1481737.0,8
241.2,4163.0,641.0,4341.35744941498,1729131.0,8
241.3,4173.0,616.0,4341.35744941498,1729131.0,8
241.4,4182.0,598.0,4341.35744941498,1729131.0,8
241.5,4179.0,589.0,4985.717400486987,1992916.0,8
241.6,4184.0,584.0,4985.717400486987,1992916.0,8
241.7,4188.0,569.0,4985.717400486987,1992916.0,8
241.8,4194.0,556.0,4985.717400486987,1992916.0,8
241.9,4196.0,551.0,4985.717400486987,1992916.0,8
242.0,4191.0,541.0,4985.717400486987,1992916.0,8
242.1,4178.0,513.0,4985.717400486987,1992916.0,8
242.2,4164.0,480.0,4985.717400486987,1992916.0,8
242.3,4168.0,452.0,4985.717400486987,1992916.0,8
242.4,4151.0,418.0,4985.717400486987,1992916.0,8
242.5,4121.0,361.0,4985.717400486987,1992916.0,8
242.6,4126.0,304.0,4985.717400486987,1992916.0,8
242.7,4080.0,214.0,4985.717400486987,1992916.0,8
242.8,4078.0,102.0,4985.717400486987,1992916.0,8
242.9,4091.0,36.0,4985.717400486987,1992916.0,8
243.0,4096.0,1.0,4985.717400486987,1992916.0,8
243.1,4100.0,0.0,4985.717400486987,1992916.0,8
243.2,4100.0,0.0,4985.717400486987,1992916.0,8
243.3,4100.0,0.0,4985.717400486987,1992916.0,8
243.4,4100.0,0.0,4985.717400486987,1992916.0,8
243.5,4100.0,0.0,4985.717400486987,1992916.0,8
243.6,4100.0,0.0,4985.717400486987,1992916.0,8
243.7,4100.0,0.0,4985.717400486987,1992916.0,8
243.8,4100.0,0.0,4985.717400486987,1992916.0,8
243.9,4100.0,0.0,4985.717400486987,1992916.0,8
244.0,4100.0,0.0,4985.717400486987,1992916.0,8
244.1,4100.0,0.0,4985.717400486987,1992916.0,8
244.2,4100.0,0.0,4985.717400486987,1992916.0,8
244.3,4100.0,0.0,4985.717400486987,1992916.0,8
244.4,4034.0,0.0,10114.495338416233,1974571.0,8
244.5,3831.0,0.0,25347.365071494205,1919353.0,8
244.6,3644.0,0.0,40468.02213471315,1872495.0,8
244.7,3644.0,0.0,40468.02213471315,1872495.0,8
244.8,3535.0,0.0,45767.319893834014,1833890.0,8
244.9,3535.0,0.0,45767.319893834014,1833890.0,8
245.0,3535.0,0.0,45767.319893834014,1833890.0,8
245.1,3535.0,0.0,45767.319893834014,1833890.0,8
245.2,3535.0,0.0,45767.319893834014,1833890.0,8
245.3,3535.0,0.0,45767.319893834014,1833890.0,8
245.4,3535.0,0.0,45767.319893834014,1833890.0,8
245.5,3535.0,0.0,45767.319893834014,1833890.0,8
245.6,3535.0,0.0,45767.319893834014,1833890.0,8
245.7,3535.0,0.0,45767.319893834014,1833890.0,8
245.8,3535.0,0.0,45767.319893834014,1833890.0,8
245.9,3535.0,0.0,45767.319893834014,1833890.0,8
246.0,3535.0,0.0,45767.319893834014,1833890.0,8
246.1,3535.0,0.0,45767.319893834014,1833890.0,8
246.2,3535.0,0.0,45767.319893834014,1833890.0,8
246.3,3535.0,0.0,45767.319893834014,1833890.0,8
246.4,3535.0,0.0,45767.319893834014,1833890.0,8
246.5,3535.0,0.0,45767.319893834014,1833890.0,8
246.6,3535.0,0.0,45767.319893834014,1833890.0,8
246.7,3535.0,0.0,45767.319893834014,1833890.0,8
246.8,3535.0,0.0,45767.319893834014,1833890.0,8
246.9,3535.0,0.0,45767.319893834014,1833890.0,8
247.0,3475.0,0.0,46087.3384412358,1819774.0,8
247.1,3417.0,0.0,46454.37682585306,1806400.0,8
247.2,3360.0,0.0,46860.5943444134,1793665.0,8
247.3,3250.0,0.0,47115.93959576306,1771347.0,8
247.4,3133.0,0.0,47418.19522991316,1745698.0,8
247.5,3133.0,0.0,47418.19522991316,1745698.0,8
247.6,3094.0,0.0,47225.733438798874,1741827.0,8
247.7,3094.0,0.0,47225.733438798874,1741827.0,8
247.8,3091.0,0.0,47225.733438798874,1741827.0,8
247.9,3087.0,0.0,47225.733438798874,1741827.0,8
248.0,3087.0,0.0,47225.733438798874,1741827.0,8
248.1,3087.0,0.0,47225.733438798874,1741827.0,8
248.2,3084.0,0.0,47225.733438798874,1741827.0,8
248.3,3082.0,0.0,47225.733438798874,1741827.0,8
248.4,3074.0,0.0,47225.733438798874,1741827.0,8
248.5,3075.0,0.0,47225.733438798874,1741827.0,8
248.6,3074.0,0.0,47225.733438798874,1741827.0,8
248.7,3074.0,0.0,47225.733438798874,1741827.0,8
248.8,3074.0,0.0,47225.733438798874,1741827.0,8
248.9,3074.0,0.0,47225.733438798874,1741827.0,8
249.0,3074.0,0.0,47225.733438798874,1741827.0,8
249.1,3074.0,0.0,47225.733438798874,1741827.0,8
249.2,3074.0,0.0,47225.733438798874,1741827.0,8
249.3,3074.0,0.0,47225.733438798874,1741827.0,8
249.4,3074.0,0.0,47225.733438798874,1741827.0,8
249.5,3071.0,0.0,47144.21887315737,1752745.0,8
249.6,3071.0,0.0,47144.21887315737,1752745.0,8
249.7,3064.0,0.0,46690.98989756811,1765622.0,8
249.8,3064.0,0.0,46690.98989756811,1765622.0,8
249.9,3062.0,0.0,46690.98989756811,1765622.0,8
250.0,3058.0,0.0,46075.008809882725,1791509.0,8
250.1,3054.0,0.0,46075.008809882725,1791509.0,8
250.2,3047.0,0.0,45322.12809532853,1814953.0,8
