monotonic_s,num_running_reqs_sum,num_queue_reqs_sum,num_used_tokens_sum,max_total_num_tokens_sum,token_usage_mean,pending_prealloc_token_usage_mean,num_servers_sampled
201.0,0.0,1184.0,42349.0,992909.0,0.026675980166127176,0.0,8
201.1,0.0,1922.0,67753.0,1580642.0,0.042884870937957245,0.0,8
201.2,0.0,1922.0,67753.0,1580642.0,0.042884870937957245,0.0,8
201.3,0.0,1922.0,67753.0,1580642.0,0.042884870937957245,0.0,8
201.4,0.0,1922.0,67753.0,1580642.0,0.042884870937957245,0.0,8
201.5,4.0,1411.0,74693.0,1580642.0,0.04724303323935095,0.0,8
201.6,8.0,917.0,81756.0,1580642.0,0.05174954384876032,0.0,8
201.7,8.0,917.0,81756.0,1580642.0,0.05174954384876032,0.0,8
201.8,8.0,917.0,81756.0,1580642.0,0.05174954384876032,0.0,8
201.9,8.0,917.0,81756.0,1580642.0,0.05174954384876032,0.0,8
202.0,64.0,848.0,95571.0,1580642.0,0.06056413312654462,0.0,8
202.1,232.0,598.0,137981.0,1580642.0,0.0873349372057902,0.0,8
202.2,232.0,598.0,137981.0,1580642.0,0.0873349372057902,0.0,8
202.3,232.0,598.0,137981.0,1580642.0,0.0873349372057902,0.0,8
202.4,232.0,598.0,137981.0,1580642.0,0.0873349372057902,0.0,8
202.5,371.0,525.0,141698.0,1580642.0,0.08970654982580643,0.0,8
202.6,1336.0,0.0,167737.0,1580642.0,0.10617088603397765,0.0,8
202.7,1336.0,0.0,167737.0,1580642.0,0.10617088603397765,0.0,8
202.8,1478.0,0.0,168111.0,1580642.0,0.10640951479908017,0.0,8
202.9,2467.0,0.0,170597.0,1580642.0,0.10798054785570892,0.0,8
203.0,2467.0,0.0,170597.0,1580642.0,0.10798054785570892,0.0,8
203.1,2467.0,0.0,170597.0,1580642.0,0.10798054785570892,0.0,8
203.2,2467.0,0.0,170597.0,1580642.0,0.10798054785570892,0.0,8
203.3,2467.0,0.0,170597.0,1580642.0,0.10798054785570892,0.0,8
203.4,2467.0,0.0,170597.0,1580642.0,0.10798054785570892,0.0,8
203.5,2467.0,0.0,170597.0,1580642.0,0.10798054785570892,0.0,8
203.6,2467.0,0.0,170597.0,1580642.0,0.10798054785570892,0.0,8
203.7,2467.0,0.0,170597.0,1580642.0,0.10798054785570892,0.0,8
203.8,2467.0,0.0,170597.0,1580642.0,0.10798054785570892,0.0,8
203.9,2467.0,0.0,170597.0,1580642.0,0.10798054785570892,0.0,8
204.0,2467.0,0.0,170597.0,1580642.0,0.10798054785570892,0.0,8
204.1,2467.0,0.0,170597.0,1580642.0,0.10798054785570892,0.0,8
204.2,2467.0,0.0,170597.0,1580642.0,0.10798054785570892,0.0,8
204.3,2467.0,0.0,170597.0,1580642.0,0.10798054785570892,0.0,8
204.4,2467.0,0.0,170597.0,1580642.0,0.10798054785570892,0.0,8
204.5,2541.0,0.0,185957.0,1580642.0,0.11778091639040068,0.0,8
204.6,3072.0,0.0,293477.0,1580642.0,0.1857580971347853,0.0,8
204.7,3072.0,0.0,293477.0,1580642.0,0.1857580971347853,0.0,8
204.8,3072.0,0.0,293477.0,1580642.0,0.1857580971347853,0.0,8
204.9,3072.0,0.0,293477.0,1580642.0,0.1857580971347853,0.0,8
205.0,3072.0,0.0,293477.0,1580642.0,0.1857580971347853,0.0,8
205.1,3072.0,0.0,293477.0,1580642.0,0.1857580971347853,0.0,8
205.2,3072.0,0.0,293477.0,1580642.0,0.1857580971347853,0.0,8
205.3,3072.0,0.0,293477.0,1580642.0,0.1857580971347853,0.0,8
205.4,3072.0,0.0,293477.0,1580642.0,0.1857580971347853,0.0,8
205.5,3072.0,0.0,293477.0,1580642.0,0.1857580971347853,0.0,8
205.6,3072.0,0.0,293477.0,1580642.0,0.1857580971347853,0.0,8
205.7,3072.0,0.0,293477.0,1580642.0,0.1857580971347853,0.0,8
205.8,3072.0,0.0,293477.0,1580642.0,0.1857580971347853,0.0,8
205.9,3072.0,0.0,293477.0,1580642.0,0.1857580971347853,0.0,8
206.0,3072.0,0.0,293477.0,1580642.0,0.1857580971347853,0.0,8
206.1,3072.0,0.0,293477.0,1580642.0,0.1857580971347853,0.0,8
206.2,3072.0,0.0,293477.0,1580642.0,0.1857580971347853,0.0,8
206.3,3072.0,0.0,293477.0,1580642.0,0.1857580971347853,0.0,8
206.4,3072.0,0.0,354917.0,1580642.0,0.22495957127355237,0.0,8
206.5,3072.0,0.0,416357.0,1580642.0,0.2635356464138616,0.0,8
206.6,3072.0,0.0,416357.0,1580642.0,0.2635356464138616,0.0,8
206.7,3072.0,0.0,416357.0,1580642.0,0.2635356464138616,0.0,8
206.8,3072.0,0.0,416357.0,1580642.0,0.2635356464138616,0.0,8
206.9,3072.0,0.0,416357.0,1580642.0,0.2635356464138616,0.0,8
207.0,3072.0,0.0,416357.0,1580642.0,0.2635356464138616,0.0,8
207.1,3072.0,0.0,416357.0,1580642.0,0.2635356464138616,0.0,8
207.2,3072.0,0.0,416357.0,1580642.0,0.2635356464138616,0.0,8
207.3,3072.0,0.0,416357.0,1580642.0,0.2635356464138616,0.0,8
207.4,3072.0,0.0,416357.0,1580642.0,0.2635356464138616,0.0,8
207.5,3072.0,0.0,416357.0,1580642.0,0.2635356464138616,0.0,8
207.6,3072.0,0.0,416357.0,1580642.0,0.2635356464138616,0.0,8
207.7,3072.0,0.0,416357.0,1580642.0,0.2635356464138616,0.0,8
207.8,3072.0,0.0,416357.0,1580642.0,0.2635356464138616,0.0,8
207.9,3072.0,0.0,416357.0,1580642.0,0.2635356464138616,0.0,8
208.0,3072.0,0.0,416357.0,1580642.0,0.2635356464138616,0.0,8
208.1,3072.0,0.0,416357.0,1580642.0,0.2635356464138616,0.0,8
208.2,3072.0,0.0,416357.0,1580642.0,0.2635356464138616,0.0,8
208.3,3072.0,0.0,416357.0,1580642.0,0.2635356464138616,0.0,8
208.4,3061.0,0.0,488181.0,1580642.0,0.3087860790451467,0.0,8
208.5,3058.0,0.0,518001.0,1580642.0,0.32781257577070066,0.0,8
208.6,3061.0,0.0,539010.0,1580642.0,0.3412172595301628,0.0,8
208.7,3064.0,0.0,545813.0,1580642.0,0.3454748176802054,0.0,8
208.8,3065.0,0.0,546406.0,1580642.0,0.34585317826230644,0.0,8
208.9,3065.0,0.0,546406.0,1580642.0,0.34585317826230644,0.0,8
209.0,3059.0,0.0,561202.0,1580642.0,0.3551974774163393,0.0,8
209.1,3059.0,0.0,572939.0,1580642.0,0.36264211402938273,0.0,8
209.2,3063.0,0.0,576435.0,1580642.0,0.36487271874274746,0.0,8
209.3,3063.0,0.0,588896.0,1580642.0,0.3727484370210439,0.0,8
209.4,3063.0,0.0,588896.0,1580642.0,0.3727484370210439,0.0,8
209.5,3063.0,0.0,588896.0,1580642.0,0.3727484370210439,0.0,8
209.6,3063.0,0.0,588896.0,1580642.0,0.3727484370210439,0.0,8
209.7,3063.0,0.0,588896.0,1580642.0,0.3727484370210439,0.0,8
209.8,3064.0,0.0,604751.0,1580642.0,0.382864637744842,0.0,8
209.9,3064.0,0.0,617409.0,1580642.0,0.39077956989869894,0.0,8
210.0,3064.0,0.0,617409.0,1580642.0,0.39077956989869894,0.0,8
210.1,3062.0,0.0,621117.0,1580642.0,0.3931454401152769,0.0,8
210.2,3060.0,0.0,625977.0,1580642.0,0.3962463379719567,0.0,8
210.3,3060.0,0.0,641057.0,1580642.0,0.40586805395523484,0.0,8
210.4,3069.0,0.0,651031.0,1580642.0,0.41223191305451967,0.0,8
210.5,3075.0,0.0,664278.0,1580642.0,0.4204601544274067,0.0,8
